Low temp setpoint,High temp setpoint,Availability,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,744,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
27.1613883,27.1613883,0,,,
27.82215302,27.82215302,0,,,
29.23904376,29.23904376,0,,,
26.49930495,26.49930495,0,,,
26.37769968,26.37769968,0,,,
29.39236575,29.39236575,0,,,
26.46745527,26.46745527,0,,,
34.86444493,34.86444493,1,,,
28.57742773,28.57742773,0,,,
26.6105406,26.6105406,0,,,
28.1239909,28.1239909,0,,,
28.71246755,28.71246755,0,,,
26.88098792,26.88098792,0,,,
25.44990724,25.44990724,0,,,
27.92453357,27.92453357,0,,,
29.59889088,29.59889088,0,,,
27.33804806,27.33804806,0,,,
26.4642114,26.4642114,0,,,
33.4759188,33.4759188,1,,,
27.94057273,27.94057273,0,,,
35.6830895,35.6830895,1,,,
25.79360375,25.79360375,0,,,
26.61676678,26.61676678,0,,,
27.43257503,27.43257503,0,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,22
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
26.42116696,26.42116696,0,,,
28.03912759,28.03912759,0,,,
27.82843515,27.82843515,0,,,
29.04797327,29.04797327,0,,,
26.22254355,26.22254355,0,,,
26.81233565,26.81233565,0,,,
35.42653452,35.42653452,1,,,
45.32785582,45.32785582,1,,,
40.22881484,40.22881484,1,,,
33.36484126,33.36484126,1,,,
30.57799985,30.57799985,1,,,
25.93890514,25.93890514,0,,,
30.28816662,30.28816662,1,,,
27.40793077,27.40793077,0,,,
26.25778696,26.25778696,0,,,
29.79471804,29.79471804,0,,,
26.45279126,26.45279126,0,,,
30.90589082,30.90589082,1,,,
30.67162622,30.67162622,1,,,
30.19333303,30.19333303,1,,,
30.66063169,30.66063169,1,,,
25.48504022,25.48504022,0,,,
29.19211029,29.19211029,0,,,
28.76461835,28.76461835,0,,,
27.37992205,27.37992205,0,,,
26.87020406,26.87020406,0,,,
27.21942797,27.21942797,0,,,
29.21078206,29.21078206,0,,,
29.1232923,29.1232923,0,,,
26.01987607,26.01987607,0,,,
28.05068608,28.05068608,0,,,
38.13879279,38.13879279,1,,,
29.26565679,29.26565679,0,,,
26.5662797,26.5662797,0,,,
25.65735702,25.65735702,0,,,
25.18859354,25.18859354,0,,,
25.0797079,25.0797079,0,,,
29.3207069,29.3207069,0,,,
28.04941825,28.04941825,0,,,
28.79965828,28.79965828,0,,,
30.38853884,30.38853884,1,,,
26.21688916,26.21688916,0,,,
31.59138878,31.59138878,1,,,
30.15524597,30.15524597,1,,,
30.02991747,30.02991747,1,,,
29.1642574,29.1642574,0,,,
26.83195451,26.83195451,0,,,
27.06636437,27.06636437,0,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
26.12422995,26.12422995,0,,,
26.60781352,26.60781352,0,,,
26.98789968,26.98789968,0,,,
28.58340755,28.58340755,0,,,
28.7098632,28.7098632,0,,,
29.09370541,29.09370541,0,,,
26.86870027,26.86870027,0,,,
27.80547272,27.80547272,0,,,
25.74982221,25.74982221,0,,,
26.45950039,26.45950039,0,,,
26.85742929,26.85742929,0,,,
28.52820505,28.52820505,0,,,
25.87520827,25.87520827,0,,,
29.12098865,29.12098865,0,,,
26.65051227,26.65051227,0,,,
28.41140856,28.41140856,0,,,
27.72547443,27.72547443,0,,,
27.23181054,27.23181054,0,,,
29.501276,29.501276,0,,,
25.60475944,25.60475944,0,,,
28.07269771,28.07269771,0,,,
30.3936319,30.3936319,1,,,
27.97807763,27.97807763,0,,,
29.28377325,29.28377325,0,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
30,50,1,,,
