Date/Time,CORE_TOP:Zone Total Internal Total Heating Rate [W](Hourly),CORE_TOP:Zone Mean Air Temperature [C](Hourly),PERIMETER_TOP_ZN_3:Zone Mean Air Temperature [C](Hourly),PERIMETER_TOP_ZN_2:Zone Mean Air Temperature [C](Hourly),PERIMETER_TOP_ZN_1:Zone Mean Air Temperature [C](Hourly),PERIMETER_TOP_ZN_4:Zone Mean Air Temperature [C](Hourly),CORE_TOP_LOTEMP:Zone Radiant HVAC Pump Electric Power [W](Hourly),PERI1_TOP_LOTEMP:Zone Radiant HVAC Pump Electric Power [W](Hourly),PERI2_TOP_LOTEMP:Zone Radiant HVAC Pump Electric Power [W](Hourly),PERI3_TOP_LOTEMP:Zone Radiant HVAC Pump Electric Power [W](Hourly),PERI4_TOP_LOTEMP:Zone Radiant HVAC Pump Electric Power [W](Hourly),COOLSYS1 CHILLER1:Chiller Electric Power [W](Hourly),CHILLED WATER LOOP CHW SUPPLY PUMP2:Pump Electric Power [W](Hourly) 
 01/04  10:00:00,18101.736647504957,20.173497723504334,19.36889213861634,20.23713861858706,20.323687472851149,19.153869703911988,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  11:00:00,18265.019990212222,20.415921848693569,19.63169006908747,20.48733105294297,21.559218417940835,19.436534822535444,0.0,65.08301250000003,0.0,0.0,0.0,2908.549514624482,2231.9326519999997 
 01/04  12:00:00,18101.736647504957,20.646208503262334,19.93124830759153,20.4452822473844,22.563158846016614,19.76904834843733,0.0,76.56825000000002,0.0,0.0,0.0,4216.2522449929,2625.803119999999 
 01/04  13:00:00,14572.507325244462,20.532642358672665,19.91974875363708,20.43472983010553,23.082132665212879,19.81081716247304,0.0,76.56825000000002,0.0,0.0,0.0,4671.462185016642,2625.803119999999 
 01/04  14:00:00,18101.736647504957,20.896893189587705,20.254561833767317,20.683599110131195,23.829053334677466,20.046284383057406,63.631150000000008,76.56825000000002,0.0,0.0,0.0,6708.955818021806,2625.803119999999 
 01/04  15:00:00,18265.019990212222,21.083467777854485,20.44482460052071,20.825690647327197,23.999094171049749,20.74784703785549,254.52460000000003,76.56825000000002,0.0,0.0,20.0,11751.72993011981,2625.803119999999 
 01/04  16:00:00,18101.736647504957,21.068733714663,20.502573742430429,20.824591128104485,23.873914590330537,22.121128541924315,254.52460000000003,76.56825000000002,0.0,0.0,80.0,12897.155865902834,2625.803119999999 
 01/04  17:00:00,18101.736647504957,21.059648428786909,20.496474542472627,20.73850247752562,23.183235070044185,22.934184657986614,254.52460000000003,76.56825000000002,0.0,0.0,80.0,12897.155865902834,2625.803119999999 
 01/04  18:00:00,8609.530172617446,20.34968592123735,19.82171005601661,20.01563802760214,21.495305052526665,21.452280260415337,8.484153333333334,61.25460000000002,0.0,0.0,52.0,4396.816608633767,2100.6424959999997 
 01/04  19:00:00,5413.9869089617409,19.675830290651466,19.142371617087755,19.28453814859729,20.108516941226236,19.54643286722996,0.0,0.0,0.0,14.158869999999999,0.0,0.0,0.0 
 01/04  20:00:00,5413.986908961739,19.37740496514011,18.78983405110617,18.84464546947258,19.41303308534145,18.896356690708147,0.0,0.0,64.16299999999998,70.79434999999998,64.0,0.0,0.0 
 01/04  21:00:00,4829.719258246828,19.19671952319491,18.676505009142486,18.70641924708144,19.0270265878293,18.7585451486585,0.0,30.62730000000001,67.53999999999999,70.79434999999998,80.0,0.0,0.0 
 01/04  22:00:00,4829.719258246828,19.07421519682189,18.643220291181288,18.692388392755679,18.896352299447377,18.728079974734834,0.0,76.56825000000002,67.53999999999999,70.79434999999998,80.0,0.0,0.0 
 01/04  23:00:00,3927.819615240021,19.928230738719159,19.101089254122326,19.204819909474005,19.358061873715294,19.29820675170721,0.0,7.656825,10.131,14.158869999999999,8.0,0.0,0.0 
 01/04  24:00:00,3635.6857898825685,20.183881063003459,19.064522197560007,19.111734600403794,19.39181546267564,19.22654337080342,0.0,0.0,0.0,10.619152499999999,0.0,0.0,0.0 
 01/05  01:00:00,2780.82959564914,20.057733196073138,18.898019050775486,18.897671724786656,19.113600255878933,18.97090025368941,0.0,3.8284125,64.16299999999998,70.79434999999998,60.0,0.0,0.0 
 01/05  02:00:00,2780.82959564914,19.945630075639444,18.88583568649927,18.903650782123923,18.946826443075304,18.963293507971224,0.0,76.56825000000002,67.53999999999999,70.79434999999998,80.0,0.0,0.0 
 01/05  03:00:00,2780.82959564914,19.870799481398629,18.882526079967016,18.92862568268955,18.948756393902234,18.982450491224318,0.0,76.56825000000002,67.53999999999999,70.79434999999998,72.0,0.0,0.0 
 01/05  04:00:00,2780.82959564914,19.809295663805963,18.899318204922474,18.977886716603878,18.957234355924606,18.927959336301883,0.0,76.56825000000002,60.78599999999999,70.79434999999998,80.0,0.0,0.0 
 01/05  05:00:00,2780.82959564914,19.75624382344241,18.91483649304577,18.90153906642316,18.957240904508667,18.97142887576093,0.0,76.56825000000002,67.53999999999999,70.79434999999998,72.0,0.0,0.0 
 01/05  06:00:00,3119.6039812842798,19.72027141162318,18.926600587632465,18.923320078798377,18.949648395724407,18.873612649647045,0.0,76.56825000000002,67.53999999999999,70.79434999999998,76.0,0.0,0.0 
 01/05  07:00:00,4245.45160753192,18.865069628356417,18.389615776180503,18.685058104750703,18.421470154775798,18.339256072095666,203.61968000000008,76.56825000000002,57.40899999999999,70.79434999999998,80.0,0.0,0.0 
 01/05  08:00:00,6049.250893545528,18.896637056550767,18.72344830555363,19.198919018386044,18.75097367881706,18.758434196480619,254.52460000000003,61.25460000000002,20.262000000000005,60.17519749999999,64.0,0.0,0.0 
 01/05  09:00:00,18101.736647504957,19.81812804848157,19.146177448559738,21.18105045496094,20.270322546844349,19.14489912028565,4.242076666666667,0.0,43.900999999999999,5.899529166666666,4.0,1992.463815022089,1706.772028 
 01/05  10:00:00,18101.736647504953,20.316770801802038,19.386917628989328,21.80431561454779,21.638133471532734,19.24831301125715,0.0,72.73983750000002,67.53999999999999,0.0,0.0,5594.08448892689,2625.803119999999 
 01/05  11:00:00,18265.019990212222,20.577158646643107,19.713631960796783,21.15928387129864,22.829369806528356,19.59427254703317,0.0,76.56825000000002,47.27799999999999,0.0,0.0,5824.1936531014639,2625.803119999999 
 01/05  12:00:00,18101.736647504957,20.82908732139306,20.052462470205364,20.676013495609089,23.804520088573807,19.973796368467228,0.0,76.56825000000002,0.0,0.0,0.0,5373.149797468148,2625.803119999999 
 01/05  13:00:00,14572.507325244462,20.78547243162076,20.145517023020497,20.776339318207329,23.998992880842608,20.12490872673171,0.0,76.56825000000002,0.0,0.0,0.0,5454.973618211194,2625.803119999999 
 01/05  14:00:00,18101.736647504957,21.32760286338965,20.73225914796196,21.16437550429087,23.999417833768058,20.538585705865417,241.79837000000004,76.56825000000002,60.78599999999999,0.0,0.0,12384.967452336223,2625.803119999999 
 01/05  15:00:00,18265.019990212222,21.5818894763989,21.072908269054595,21.29474705851846,23.999218340114198,21.443440498962624,254.52460000000003,76.56825000000002,67.53999999999999,67.25463249999999,60.0,12897.155865902834,2625.803119999999 
 01/05  16:00:00,18101.736647504957,21.5932078819969,21.081724695661078,21.233146996241556,23.99961845357871,22.86562452543531,254.52460000000003,76.56825000000002,67.53999999999999,70.79434999999998,80.0,12897.155865902834,2625.803119999999 
 01/05  17:00:00,18101.736647504957,21.54597933480414,20.99222182998912,21.051709353486907,23.80625419412072,23.638735921886839,254.52460000000003,76.56825000000002,47.27799999999999,38.9368925,80.0,12897.155865902834,2625.803119999999 
 01/05  18:00:00,8609.530172617446,20.565821581545437,20.049671784858469,20.09756629555443,22.03862096690046,21.849662164873999,36.057651666666668,76.56825000000002,0.0,0.0,64.0,6322.298668841007,2625.803119999999 
 01/05  19:00:00,5413.98690896174,19.759660640404716,19.28013132201503,19.303306999163195,20.57646130290573,19.912891815572203,0.0,7.656825,0.0,0.0,0.0,245.84041653230606,262.580312 
 01/05  20:00:00,5413.9869089617409,19.46752231758553,18.953200429050619,18.96505708521545,19.89511595062437,19.222288895504698,0.0,0.0,47.27799999999999,49.556045,0.0,0.0,0.0 
 01/05  21:00:00,4829.719258246828,19.2997592375444,18.867025184868415,18.896952776744635,19.479065394968054,18.93882203712401,0.0,0.0,67.53999999999999,70.79434999999998,76.0,0.0,0.0 
 01/05  22:00:00,4829.719258246828,19.190313462032856,18.844595498097424,18.881365821739988,19.21257722620195,18.914585196979084,0.0,0.0,67.53999999999999,70.79434999999998,80.0,0.0,0.0 
 01/05  23:00:00,3927.819615240021,20.118509288320266,19.263044683938334,19.331072367856274,19.512080174190069,19.436791893615696,0.0,0.0,6.7540000000000008,7.079434999999999,4.0,0.0,0.0 
 01/05  24:00:00,3635.6857898825685,20.38245492452864,19.142311398932099,19.18376182783849,19.470031313888204,19.328820524556414,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  01:00:00,2170.31579314564,20.172299100161806,18.914864056216297,18.93165276697683,19.18391856958116,19.027518501652105,0.0,0.0,57.40899999999999,63.71491499999998,36.0,0.0,0.0 
 01/06  02:00:00,2170.31579314564,20.04287298336659,19.000329490364359,19.010026456728803,19.081212026175188,19.030752356938856,0.0,0.0,20.262000000000005,28.317739999999998,8.0,0.0,0.0 
 01/06  03:00:00,2170.31579314564,20.01842181587895,18.961868153498565,18.960988639439067,19.019958217888399,18.983443651604384,0.0,26.798887500000008,57.40899999999999,56.635479999999997,56.0,0.0,0.0 
 01/06  04:00:00,2170.31579314564,20.00629093585375,18.98170268923804,18.98528685589035,19.001444017211577,18.99189831834223,0.0,30.62730000000001,47.27799999999999,49.556045,52.0,0.0,0.0 
 01/06  05:00:00,2170.31579314564,19.988994196096259,19.030084775395279,19.033109439898657,19.062978682665034,19.051437440622697,0.0,11.4852375,20.262000000000005,24.7780225,8.0,0.0,0.0 
 01/06  06:00:00,2170.31579314564,19.974177840089703,19.011153372528839,19.006510078716308,19.072863770232965,19.02204548643665,0.0,7.656825,30.393,28.317739999999998,28.0,0.0,0.0 
 01/06  07:00:00,4245.45160753192,19.12701027568371,18.516742113920054,18.486228929862123,18.57884624421003,18.449242922617804,127.26230000000001,76.56825000000002,67.53999999999999,70.79434999999998,80.0,0.0,0.0 
 01/06  08:00:00,4245.451607531921,18.9775887584199,18.51600780623613,18.552426466828714,18.61171786100597,18.50080175485686,203.61968000000008,76.56825000000002,67.53999999999999,70.79434999999998,80.0,0.0,0.0 
 01/06  09:00:00,7440.994871187625,19.171311143983446,18.844574410921639,18.93175018706226,18.94387205369579,18.933908273195266,0.0,53.59777500000001,47.27799999999999,70.79434999999998,56.0,0.0,0.0 
 01/06  10:00:00,7440.994871187625,19.23358984290485,19.081742975515323,19.05286351377721,19.16104778086993,19.03799475048387,0.0,0.0,0.0,0.0,24.0,0.0,0.0 
 01/06  11:00:00,7492.558032042551,19.60367878254529,19.52893771250997,19.54099284255475,19.716219723981454,19.481965490016319,0.0,0.0,0.0,0.0,0.0,481.90114050998639,656.45078 
 01/06  12:00:00,7440.994871187625,19.872426485994248,19.966590794075765,20.013565674361727,20.595640354438517,19.91136928596061,0.0,3.8284125,0.0,0.0,0.0,3546.015991929293,2625.803119999999 
 01/06  13:00:00,4176.533156645198,19.751775267291405,20.051055661469385,20.127892603743619,21.481565737668928,20.029967167623679,0.0,76.56825000000002,0.0,0.0,0.0,6653.552617165738,2625.803119999999 
 01/06  14:00:00,4159.345436360221,19.78984658051987,20.183219618142659,20.25128021725335,21.523863006309037,20.204420247464936,0.0,76.56825000000002,0.0,0.0,0.0,7496.249413795544,2625.803119999999 
 01/06  15:00:00,4176.533156645199,19.821928406941127,20.288438231767608,20.34650570002801,21.63948428231238,20.531033375388458,0.0,76.56825000000002,0.0,0.0,0.0,8131.0969342914399,2625.803119999999 
 01/06  16:00:00,4159.345436360221,19.868041731897827,20.308584811075514,20.35308848927506,21.39260257265466,20.84991048912076,0.0,76.56825000000002,0.0,0.0,0.0,7124.420042953138,2625.803119999999 
 01/06  17:00:00,4159.345436360221,19.883488760246974,20.224147052925369,20.242831339720824,20.830625024376674,20.63253794184607,0.0,19.1420625,0.0,0.0,0.0,5022.13391910862,2625.803119999999 
 01/06  18:00:00,2879.2057968242645,19.795461608019875,20.01769164415458,20.01900626642549,20.362954239331765,20.237568966890018,0.0,0.0,0.0,0.0,0.0,3067.2088862795,2625.803119999999 
 01/06  19:00:00,2879.2057968242645,19.75202375121932,19.811091933565075,19.799441632834367,19.992233897474447,19.9149530081915,0.0,0.0,0.0,0.0,0.0,2132.7469613435398,2625.803119999999 
 01/06  20:00:00,2170.31579314564,19.669120213914828,19.622374330848009,19.60044363820686,19.735160029511449,19.68679140984431,0.0,0.0,0.0,0.0,0.0,891.667824513586,2100.6424959999997 
 01/06  21:00:00,2170.31579314564,19.589121819311296,19.43703610396007,19.404003128236668,19.5337050384162,19.469916918973618,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  22:00:00,2170.31579314564,19.461306295915425,19.21808904635809,19.175129699686147,19.323168462858058,19.218255546955555,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  23:00:00,2170.31579314564,20.096317479577587,19.541839443036446,19.518732042308007,19.638182889428138,19.597660755657395,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  24:00:00,2170.31579314564,20.319440408330477,19.56825672310056,19.54188836082305,19.661092500660876,19.62715554523993,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/07  01:00:00,2170.31579314564,20.32763309617636,19.54665286986107,19.513781723225969,19.635129822624788,19.597658445655229,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/07  02:00:00,2170.31579314564,20.33367684337849,19.51001685449693,19.47209041305278,19.593785347664278,19.55150851933545,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/07  03:00:00,2170.31579314564,20.334078419640407,19.48157036146744,19.444740236114268,19.56957302725584,19.51923866731897,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/07  04:00:00,2170.31579314564,20.33110633521305,19.445998801515935,19.4082610859056,19.53307270054862,19.477326349433274,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/07  05:00:00,2170.31579314564,20.31935606131967,19.376293533332537,19.334857681447333,19.457295391065324,19.398718086350248,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/07  06:00:00,2170.31579314564,20.30161612154469,19.33109914261359,19.28721193632041,19.406343217665808,19.34651924831512,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/07  07:00:00,2879.2057968242645,19.342854536107578,18.741334341581447,18.685286460535225,18.828327647412676,18.67695959976641,0.0,65.08301250000003,60.78599999999999,60.17519749999999,72.0,0.0,0.0 
 01/07  08:00:00,2879.2057968242645,19.102577004346164,18.81189302473934,18.793267426872995,18.88776052078261,18.77917159933382,0.0,76.56825000000002,67.53999999999999,70.79434999999998,80.0,0.0,0.0 
 01/07  09:00:00,2879.2057968242645,19.124036515555724,19.0452004585319,19.06555655623875,19.108757033886648,19.0337095392592,0.0,3.8284125,13.508000000000001,21.238305,24.0,0.0,0.0 
 01/07  10:00:00,2879.2057968242645,19.278713443750104,19.24483677589256,19.267416116056528,19.339001912198325,19.191340429406585,0.0,0.0,0.0,0.0,0.0,219.3083425674156,525.160624 
 01/07  11:00:00,2879.2057968242645,19.39593112331698,19.456322336225399,19.490564035402384,19.593621453687257,19.393525012475565,0.0,0.0,0.0,0.0,0.0,3214.274524196252,2625.803119999999 
 01/07  12:00:00,2879.2057968242645,19.420103712322807,19.667048274543075,19.700653448384924,19.850669590434614,19.596644224684803,0.0,0.0,0.0,0.0,0.0,4589.718070391704,2625.803119999999 
 01/07  13:00:00,2879.2057968242645,19.46577346350247,19.88924915903423,19.910880877554939,20.171089761093389,19.820156289503939,0.0,0.0,0.0,0.0,0.0,6643.884686145432,2625.803119999999 
 01/07  14:00:00,2879.2057968242645,19.51449148014715,20.06202039453982,20.083951287415453,20.782964403141145,20.031380011745477,0.0,0.0,0.0,0.0,0.0,7591.61547768609,2625.803119999999 
 01/07  15:00:00,2879.2057968242645,19.581288675419534,20.144753214221717,20.171509159204608,20.940656821987063,20.240397560399904,0.0,0.0,0.0,0.0,0.0,7519.388350551581,2625.803119999999 
 01/07  16:00:00,2879.2057968242645,19.612537575981674,20.1291977492405,20.14935816198626,20.92265066498942,20.463161101152318,0.0,0.0,0.0,0.0,0.0,7517.478367841148,2625.803119999999 
 01/07  17:00:00,2879.2057968242645,19.620782192187659,20.03602727364741,20.044100737522663,20.5888097769556,20.286850650886938,0.0,0.0,0.0,0.0,0.0,6422.704550834392,2625.803119999999 
 01/07  18:00:00,2879.2057968242645,19.602501380364399,19.885746982215708,19.88023929786302,20.273736205405308,20.002375827724813,0.0,0.0,0.0,0.0,0.0,5687.974258437982,2625.803119999999 
 01/07  19:00:00,2170.31579314564,19.502374352612124,19.70215437350325,19.689136201807935,20.008965274096956,19.742148620091365,0.0,0.0,0.0,0.0,0.0,5108.37099304133,2625.803119999999 
 01/07  20:00:00,2170.31579314564,19.445389175708397,19.590811637768917,19.57099298495604,19.862021180183896,19.59920762491391,0.0,0.0,0.0,0.0,0.0,4655.338561702772,2625.803119999999 
 01/07  21:00:00,2170.31579314564,19.42136569873674,19.512222034458654,19.485956092265594,19.76474041671617,19.50096581768077,0.0,0.0,0.0,0.0,0.0,3485.786309861759,2625.803119999999 
 01/07  22:00:00,2170.31579314564,19.4210066740949,19.435770859464506,19.40403147812909,19.66888298699659,19.410577482762858,0.0,0.0,0.0,0.0,0.0,2825.980733952188,2625.803119999999 
 01/07  23:00:00,2170.31579314564,20.109338925207337,19.899059243007107,19.890905206833979,20.106886949699264,19.938179203622583,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/07  24:00:00,2170.31579314564,20.376758616503375,20.00047291524728,19.991662524739536,20.18840355511443,20.045796229461766,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
